,Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,media views,media engagements,date,time_extracted,Day,Month,Year
575,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus #amet,810397454184124,2020-08-27 00:01:00+00:00,402.0,5.0,0.012437811,0.0,0,3.0,1.0,0,1,0,0.0,0.0,2020-08-27,00:01,27,8,2020
576,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi #ut,3545100622060210,2020-08-26 23:52:00+00:00,367.0,2.0,0.005449591,0.0,0,0.0,2.0,0,0,0,0.0,0.0,2020-08-26,23:52,26,8,2020
577,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non #curabitur,4411328695146750,2020-08-26 23:49:00+00:00,527.0,4.0,0.007590133,0.0,0,3.0,0.0,0,1,0,0.0,0.0,2020-08-26,23:49,26,8,2020
578,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi #elementum,8511951933360450,2020-08-26 23:25:00+00:00,476.0,8.0,0.016806723,0.0,0,1.0,1.0,0,0,6,0.0,0.0,2020-08-26,23:25,26,8,2020
579,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi #nulla,9669793135387770,2020-08-26 23:24:00+00:00,579.0,4.0,0.006908463,0.0,0,2.0,1.0,0,0,1,0.0,0.0,2020-08-26,23:24,26,8,2020
580,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris #posuere,9721556209999000,2020-08-26 20:00:00+00:00,186.0,1.0,0.005376344,0.0,0,0.0,1.0,0,0,0,37.0,0.0,2020-08-26,20:00,26,8,2020
581,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum #turpis,2693040968444540,2020-08-26 19:51:00+00:00,257.0,7.0,0.027237354,0.0,1,2.0,1.0,0,0,3,0.0,0.0,2020-08-26,19:51,26,8,2020
582,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel #et,5558099536017010,2020-08-26 18:40:00+00:00,592.0,6.0,0.010135135,0.0,1,3.0,0.0,2,0,0,69.0,0.0,2020-08-26,18:40,26,8,2020
583,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium #est,5490034730621920,2020-08-26 12:15:00+00:00,207.0,9.0,0.043478261,0.0,2,2.0,0.0,0,0,4,59.0,1.0,2020-08-26,12:15,26,8,2020
584,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo #consequat,3103467516561980,2020-08-26 10:37:00+00:00,718.0,20.0,0.027855153,0.0,0,4.0,4.0,1,0,11,111.0,0.0,2020-08-26,10:37,26,8,2020
585,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus #tempor,8173184739820050,2020-08-26 03:39:00+00:00,1009.0,33.0,0.032705649,0.0,1,5.0,4.0,0,9,14,0.0,0.0,2020-08-26,03:39,26,8,2020
586,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at #sed,5028806329878350,2020-08-26 01:36:00+00:00,91.0,9.0,0.098901099,0.0,0,2.0,1.0,0,0,5,16.0,1.0,2020-08-26,01:36,26,8,2020
587,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate #quam,3057542422540530,2020-08-26 01:25:00+00:00,1812.0,185.0,0.10209713,0.0,1,12.0,5.0,5,5,17,140.0,140.0,2020-08-26,01:25,26,8,2020
588,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum #sociis,7867427992972940,2020-08-25 18:18:00+00:00,743.0,33.0,0.044414536,0.0,0,9.0,0.0,3,0,13,112.0,8.0,2020-08-25,18:18,25,8,2020
589,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in #aenean,5715129243307430,2020-08-25 17:09:00+00:00,1224.0,26.0,0.02124183,1.0,1,15.0,1.0,0,1,7,207.0,0.0,2020-08-25,17:09,25,8,2020
590,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget #nascetur,256967299974897,2020-08-25 14:42:00+00:00,280.0,5.0,0.017857143,0.0,0,2.0,0.0,0,0,0,86.0,3.0,2020-08-25,14:42,25,8,2020
591,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius #eget,6804690551239190,2020-08-25 14:41:00+00:00,271.0,9.0,0.033210332,0.0,0,3.0,3.0,0,0,3,0.0,0.0,2020-08-25,14:41,25,8,2020
592,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel #aliquam,8531636039180000,2020-08-25 13:31:00+00:00,269.0,1.0,0.003717472,0.0,0,0.0,0.0,0,0,1,0.0,0.0,2020-08-25,13:31,25,8,2020
593,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris #elementum,9733768480150000,2020-08-25 13:20:00+00:00,166.0,4.0,0.024096386,0.0,1,1.0,1.0,0,0,1,37.0,0.0,2020-08-25,13:20,25,8,2020
594,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu #et,8950881545894220,2020-08-24 23:09:00+00:00,2697.0,228.0,0.084538376,7.0,2,22.0,1.0,10,0,25,161.0,161.0,2020-08-24,23:09,24,8,2020
595,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus #sed,6860435852497820,2020-08-24 22:29:00+00:00,1071.0,121.0,0.112978525,0.0,2,9.0,1.0,2,1,7,99.0,99.0,2020-08-24,22:29,24,8,2020
596,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget #ultrices,6549237540185410,2020-08-24 18:23:00+00:00,1161.0,13.0,0.011197244,0.0,1,7.0,0.0,0,0,5,0.0,0.0,2020-08-24,18:23,24,8,2020
597,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet #suscipit,5580767585237860,2020-08-24 18:15:00+00:00,561.0,2.0,0.003565062,0.0,0,1.0,1.0,0,0,0,0.0,0.0,2020-08-24,18:15,24,8,2020
598,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut #habitasse,4303131239937510,2020-08-24 14:27:00+00:00,1459.0,15.0,0.010281014,0.0,3,2.0,3.0,0,0,7,0.0,0.0,2020-08-24,14:27,24,8,2020
599,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel #molestie,5222828133839270,2020-08-24 13:51:00+00:00,346.0,3.0,0.00867052,0.0,0,1.0,0.0,2,0,0,29.0,0.0,2020-08-24,13:51,24,8,2020
600,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec #condimentum,1223265732620600,2020-08-24 13:51:00+00:00,706.0,24.0,0.033994334,2.0,2,3.0,0.0,1,0,11,5.0,5.0,2020-08-24,13:51,24,8,2020
601,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies #hac,4641949438665630,2020-08-24 12:43:00+00:00,798.0,15.0,0.018796992,0.0,1,8.0,0.0,1,0,4,108.0,1.0,2020-08-24,12:43,24,8,2020
602,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque #at,2541918595519620,2020-08-24 11:08:00+00:00,41.0,8.0,0.195121951,0.0,0,0.0,0.0,0,0,0,8.0,8.0,2020-08-24,11:08,24,8,2020
603,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis #tempor,763594653865281,2020-08-24 02:00:00+00:00,313.0,10.0,0.031948882,0.0,1,2.0,0.0,4,0,3,0.0,0.0,2020-08-24,02:00,24,8,2020
604,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium #quis,742626085177322,2020-08-23 23:56:00+00:00,373.0,4.0,0.010723861,0.0,1,3.0,0.0,0,0,0,0.0,0.0,2020-08-23,23:56,23,8,2020
605,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis #cursus,5728164998307390,2020-08-23 23:42:00+00:00,1634.0,187.0,0.114443084,1.0,2,8.0,9.0,3,0,15,149.0,149.0,2020-08-23,23:42,23,8,2020
606,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor #morbi,5086525736979540,2020-08-23 16:55:00+00:00,115.0,4.0,0.034782609,0.0,1,1.0,0.0,0,0,2,0.0,0.0,2020-08-23,16:55,23,8,2020
607,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus #dapibus,1563156234545350,2020-08-23 15:12:00+00:00,663.0,17.0,0.025641026,1.0,0,5.0,0.0,11,0,0,0.0,0.0,2020-08-23,15:12,23,8,2020
608,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et #semper,2045784123979090,2020-08-23 14:49:00+00:00,364.0,14.0,0.038461538,0.0,1,2.0,1.0,0,0,9,69.0,1.0,2020-08-23,14:49,23,8,2020
609,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut #ac,6368342384441780,2020-08-23 14:23:00+00:00,254.0,5.0,0.019685039,0.0,0,1.0,3.0,0,0,1,0.0,0.0,2020-08-23,14:23,23,8,2020
610,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor #vestibulum,5566492657832700,2020-08-23 14:19:00+00:00,407.0,1.0,0.002457002,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-08-23,14:19,23,8,2020
611,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo #mauris,2923323371829920,2020-08-22 00:29:00+00:00,1056.0,135.0,0.127840909,0.0,0,11.0,0.0,1,0,21,102.0,102.0,2020-08-22,00:29,22,8,2020
612,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum #quis,7356186149470930,2020-08-21 23:43:00+00:00,2492.0,37.0,0.014847512,0.0,7,9.0,2.0,0,0,19,0.0,0.0,2020-08-21,23:43,21,8,2020
613,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac #lobortis,8814501271307300,2020-08-21 10:24:00+00:00,226.0,3.0,0.013274336,0.0,0,1.0,0.0,0,0,0,52.0,2.0,2020-08-21,10:24,21,8,2020
614,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et #adipiscing,7320296380996880,2020-08-21 02:18:00+00:00,96.0,4.0,0.041666667,0.0,0,4.0,0.0,0,0,0,0.0,0.0,2020-08-21,02:18,21,8,2020
615,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales #sed,3654853198826390,2020-08-21 02:18:00+00:00,97.0,3.0,0.030927835,0.0,0,3.0,0.0,0,0,0,0.0,0.0,2020-08-21,02:18,21,8,2020
616,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit #nisl,9174839111683860,2020-08-21 02:14:00+00:00,768.0,128.0,0.166666667,0.0,5,19.0,4.0,2,0,20,78.0,78.0,2020-08-21,02:14,21,8,2020
617,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat #sapien,9163340634276290,2020-08-20 23:13:00+00:00,152.0,7.0,0.046052632,0.0,1,3.0,1.0,0,0,2,0.0,0.0,2020-08-20,23:13,20,8,2020
618,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede #posuere,1673236031921770,2020-08-20 20:45:00+00:00,263.0,37.0,0.140684411,0.0,0,6.0,0.0,0,0,6,25.0,25.0,2020-08-20,20:45,20,8,2020
619,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero #semper,9520686801671460,2020-08-20 20:17:00+00:00,276.0,14.0,0.050724638,0.0,1,8.0,0.0,0,0,3,40.0,2.0,2020-08-20,20:17,20,8,2020
620,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue #vitae,6377782113320330,2020-08-20 19:49:00+00:00,270.0,1.0,0.003703704,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-08-20,19:49,20,8,2020
621,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis #luctus,453192119874308,2020-08-20 13:54:00+00:00,1496.0,17.0,0.011363636,0.0,1,9.0,0.0,0,0,7,0.0,0.0,2020-08-20,13:54,20,8,2020
622,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed #lacus,4932642577006150,2020-08-20 13:27:00+00:00,202.0,1.0,0.004950495,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-08-20,13:27,20,8,2020
623,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue #primis,9776744833976440,2020-08-19 17:32:00+00:00,9743.0,317.0,0.03253618,0.0,26,137.0,44.0,3,0,74,1552.0,33.0,2020-08-19,17:32,19,8,2020
624,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit #integer,8398344895663180,2020-08-19 17:22:00+00:00,141.0,3.0,0.021276596,0.0,0,2.0,1.0,0,0,0,61.0,0.0,2020-08-19,17:22,19,8,2020
625,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et #iaculis,6876302915274750,2020-08-19 14:49:00+00:00,197.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-08-19,14:49,19,8,2020
626,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo #velit,8708341533540110,2020-08-19 14:48:00+00:00,224.0,2.0,0.008928571,0.0,0,0.0,0.0,2,0,0,0.0,0.0,2020-08-19,14:48,19,8,2020
627,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #consequat,3086869730284680,2020-08-19 14:41:00+00:00,753.0,1.0,0.001328021,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-08-19,14:41,19,8,2020
628,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis #donec,4998445854270730,2020-08-19 14:14:00+00:00,470.0,39.0,0.082978723,0.0,1,2.0,3.0,0,0,11,22.0,22.0,2020-08-19,14:14,19,8,2020
629,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis #consectetuer,3898185176813610,2020-08-18 19:51:00+00:00,54.0,1.0,0.018518519,0.0,1,0.0,0.0,0,0,0,0.0,0.0,2020-08-18,19:51,18,8,2020
630,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam #metus,7318277422014680,2020-08-18 19:33:00+00:00,1857.0,67.0,0.036079698,0.0,1,9.0,0.0,1,0,12,589.0,44.0,2020-08-18,19:33,18,8,2020
631,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #orci,434366700305948,2020-08-18 19:31:00+00:00,201.0,3.0,0.014925373,0.0,1,1.0,0.0,0,0,0,35.0,1.0,2020-08-18,19:31,18,8,2020
632,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend #luctus,2827339854113280,2020-08-18 19:30:00+00:00,396.0,19.0,0.047979798,0.0,0,1.0,0.0,0,0,2,16.0,16.0,2020-08-18,19:30,18,8,2020
633,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel #turpis,7829948429176620,2020-08-18 14:17:00+00:00,196.0,4.0,0.020408163,0.0,0,4.0,0.0,0,0,0,0.0,0.0,2020-08-18,14:17,18,8,2020
634,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et #cras,3609159667399090,2020-08-18 14:16:00+00:00,127.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-08-18,14:16,18,8,2020
635,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum #ante,5463710529620690,2020-08-18 00:18:00+00:00,100.0,9.0,0.09,0.0,0,0.0,0.0,0,0,0,9.0,9.0,2020-08-18,00:18,18,8,2020
636,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #eget,5118204989924790,2020-08-17 20:07:00+00:00,186.0,3.0,0.016129032,0.0,0,1.0,0.0,0,0,0,18.0,2.0,2020-08-17,20:07,17,8,2020
637,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus #varius,1641061113520590,2020-08-17 19:06:00+00:00,76.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.0,0.0,2020-08-17,19:06,17,8,2020
638,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec #sit,2345457074350570,2020-08-17 18:19:00+00:00,479.0,9.0,0.018789144,0.0,0,1.0,0.0,0,0,4,4.0,4.0,2020-08-17,18:19,17,8,2020
639,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa #purus,3878692177604530,2020-08-17 16:49:00+00:00,50.0,1.0,0.02,0.0,1,0.0,0.0,0,0,0,0.0,0.0,2020-08-17,16:49,17,8,2020
640,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat #nunc,8884412964223250,2020-08-17 15:10:00+00:00,1713.0,98.0,0.057209574,1.0,1,8.0,1.0,6,0,10,71.0,71.0,2020-08-17,15:10,17,8,2020
641,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #sodales,4651461866944820,2020-08-17 14:23:00+00:00,489.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-08-17,14:23,17,8,2020
642,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio #justo,1356108800947450,2020-08-17 14:21:00+00:00,918.0,14.0,0.015250545,0.0,1,1.0,0.0,0,0,12,0.0,0.0,2020-08-17,14:21,17,8,2020
643,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla #sit,3904604163792510,2020-08-17 13:53:00+00:00,692.0,13.0,0.018786127,0.0,1,4.0,1.0,5,0,2,0.0,0.0,2020-08-17,13:53,17,8,2020
644,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus #ac,3372043884002430,2020-08-17 13:42:00+00:00,880.0,10.0,0.011363636,2.0,0,2.0,0.0,1,0,3,2.0,2.0,2020-08-17,13:42,17,8,2020
645,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean #ipsum,1095777854829550,2020-08-16 17:39:00+00:00,879.0,4.0,0.004550626,0.0,0,0.0,0.0,0,0,4,0.0,0.0,2020-08-16,17:39,16,8,2020
646,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis #vestibulum,4101924479884660,2020-08-16 12:07:00+00:00,552.0,18.0,0.032608696,1.0,1,3.0,0.0,0,0,2,11.0,11.0,2020-08-16,12:07,16,8,2020
647,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus #curae,9248510905487780,2020-08-15 16:35:00+00:00,923.0,11.0,0.01191766,0.0,0,7.0,2.0,0,0,1,124.0,1.0,2020-08-15,16:35,15,8,2020
648,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo #in,7431709893688980,2020-08-14 12:06:00+00:00,353.0,46.0,0.130311615,0.0,0,0.0,0.0,0,0,0,46.0,46.0,2020-08-14,12:06,14,8,2020
649,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #sed,8890600800080080,2020-08-13 19:10:00+00:00,185.0,11.0,0.059459459,0.0,2,4.0,0.0,0,0,2,46.0,3.0,2020-08-13,19:10,13,8,2020
650,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec #dui,451037583310892,2020-08-13 19:07:00+00:00,133.0,6.0,0.045112782,0.0,1,2.0,0.0,0,0,0,36.0,3.0,2020-08-13,19:07,13,8,2020
651,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis #pulvinar,8018357764002010,2020-08-13 19:06:00+00:00,97.0,8.0,0.082474227,0.0,1,3.0,0.0,0,0,4,0.0,0.0,2020-08-13,19:06,13,8,2020
652,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel #posuere,4895835760043290,2020-08-13 16:57:00+00:00,207.0,8.0,0.038647343,0.0,0,4.0,0.0,0,0,4,0.0,0.0,2020-08-13,16:57,13,8,2020
653,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget #in,2534227708222950,2020-08-13 16:53:00+00:00,99.0,3.0,0.03030303,0.0,1,2.0,0.0,0,0,0,0.0,0.0,2020-08-13,16:53,13,8,2020
654,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam #consequat,5922893473625440,2020-08-13 16:37:00+00:00,240.0,3.0,0.0125,0.0,1,0.0,1.0,0,0,0,57.0,1.0,2020-08-13,16:37,13,8,2020
655,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut #quam,8054132373082330,2020-08-13 16:26:00+00:00,204.0,5.0,0.024509804,0.0,0,5.0,0.0,0,0,0,37.0,0.0,2020-08-13,16:26,13,8,2020
656,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac #etiam,2327353873890000,2020-08-13 16:21:00+00:00,124.0,6.0,0.048387097,0.0,0,4.0,0.0,0,0,0,25.0,2.0,2020-08-13,16:21,13,8,2020
657,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis #at,921446406911914,2020-08-13 16:10:00+00:00,201.0,21.0,0.104477612,0.0,3,8.0,1.0,0,0,7,59.0,2.0,2020-08-13,16:10,13,8,2020
658,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna #eleifend,9132040716902270,2020-08-13 14:53:00+00:00,184.0,2.0,0.010869565,0.0,0,0.0,2.0,0,0,0,0.0,0.0,2020-08-13,14:53,13,8,2020
659,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante #sed,8708741530195690,2020-08-13 14:47:00+00:00,32.0,2.0,0.0625,0.0,1,1.0,0.0,0,0,0,4.0,0.0,2020-08-13,14:47,13,8,2020
660,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede #metus,7106942455193750,2020-08-13 14:46:00+00:00,173.0,2.0,0.011560694,0.0,1,1.0,0.0,0,0,0,0.0,0.0,2020-08-13,14:46,13,8,2020
661,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget #porta,1638577980142730,2020-08-13 14:35:00+00:00,3988.0,173.0,0.04338014,0.0,10,15.0,12.0,1,0,102,743.0,33.0,2020-08-13,14:35,13,8,2020
662,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan #morbi,7153146405968770,2020-08-13 14:00:00+00:00,493.0,25.0,0.050709939,0.0,1,5.0,1.0,0,0,1,17.0,17.0,2020-08-13,14:00,13,8,2020
